Lot.Area,Lot.Shape,Total.Bsmt.SF,Gr.Liv.Area,has.Fireplace,SalePrice,Bldg.Type.simple,Year.Built,Full.Bath,Bedroom.AbvGr,Garage.Area,has.Pool
"[  7440, 11560)",Reg,"[   0, 990)",892,0,137900,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1352,0,158000,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,137250,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1373,1,160250,2Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1440,1,163000,1Fam,"[1872,1973)",1,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1386,1,158900,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",2260,0,328000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1483,1,270000,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",756,0,85000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1067,0,128000,1Fam,"[1872,1973)",2,2,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1524,1,260000,1Fam,"[1973,2010]",0,0,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1981,1,230000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1610,1,124000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",835,0,83000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1074,1,144500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1144,0,129000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1531,1,127000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1172,0,128000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1212,0,186000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR2,"[ 990,6110]",1508,1,308030,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1298,0,114000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",930,0,84900,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1732,1,178000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1433,1,270000,1Fam,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1802,1,218000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1949,1,236000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",996,0,147000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1694,0,245350,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1208,0,206000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1226,0,198900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1222,0,187000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",3222,1,320000,1Fam,"[1973,2010]",3,5,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1445,0,138500,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1052,0,155000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",965,0,159000,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1692,1,191000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1682,0,200500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1026,0,150000,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1392,0,161750,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",894,0,128200,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",876,0,127000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1978,1,318000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1601,1,272000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1829,1,237000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2098,1,240000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR2,"[ 990,6110]",1661,0,224900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",848,0,143750,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",848,0,143000,Twnhs,"[1973,2010]",1,1,"[   0, 480)",0
"[  7440, 11560)",IR2,"[ 990,6110]",1668,1,232000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1484,0,213000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1414,0,185500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",640,0,84900,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",992,0,155891,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1664,0,100000,2Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1196,0,144000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1120,0,64000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[ 990,6110]",1096,1,125200,1Fam,"[1973,2010]",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1117,1,107000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",960,0,90000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1121,0,140000,1Fam,"[1973,2010]",2,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1487,1,113000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",924,0,80000,2Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1526,1,144500,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1296,1,104000,1Fam,"[1872,1973)",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1647,0,128000,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,58500,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1691,1,127000,1Fam,"[1872,1973)",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",856,1,126000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",2650,0,160000,2Fam,"[1872,1973)",3,6,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1666,1,100000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",2447,1,169000,1Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",2133,1,257500,1Fam,"[1872,1973)",1,4,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",2177,0,215000,2Fam,"[1872,1973)",2,5,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2340,1,266500,1Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1902,1,335000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1652,0,203135,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",1034,1,185000,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1191,1,162500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1801,1,289000,1Fam,"[1872,1973)",2,1,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1154,0,125500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",540,0,82000,1Fam,"[1872,1973)",1,1,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1107,0,110000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1128,0,68400,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1178,0,102776,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1044,0,55993,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",952,0,50138,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",1646,1,246000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1916,1,254900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1285,1,190000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1560,0,201000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1034,0,169900,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2048,0,170000,2Fam,"[1973,2010]",3,5,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",1687,1,160000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1346,1,220000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1214,0,179781,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1444,0,174000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",1968,1,269500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1894,1,214900,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[   0, 990)",1908,0,202900,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2018,1,378500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1264,1,169000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1430,0,173500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1824,0,139000,2Fam,"[1872,1973)",2,4,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1344,1,166500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,83500,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",945,1,119500,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1112,0,85000,Twnhs,"[1973,2010]",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,76000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",630,0,75500,Twnhs,"[1872,1973)",1,1,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,88250,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1092,0,85500,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",874,0,130000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1188,0,157900,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[   0, 990)",833,0,149900,1Fam,"[1973,2010]",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2432,0,159000,2Fam,"[1973,2010]",4,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1274,0,136000,1Fam,"[1973,2010]",1,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1479,0,161000,1Fam,"[1872,1973)",2,5,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1803,1,285000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1797,1,231000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",882,0,124500,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1434,1,157000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2704,1,345000,1Fam,"[1872,1973)",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1608,1,189500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",2283,1,270000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1628,1,189000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",IR1,"[ 990,6110]",1746,1,377500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1474,1,168500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[ 990,6110]",2522,1,375000,Twnhs,"[1973,2010]",2,1,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1659,1,278000,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1478,0,240000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1734,0,239500,Twnhs,"[1973,2010]",2,2,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1382,1,177500,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1718,1,185000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1636,1,191000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1571,1,178000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR2,"[   0, 990)",1470,1,185000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1516,1,181316,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1190,1,166000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1593,1,178000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1481,1,174000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1167,0,173000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1983,1,225000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1442,0,180500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  1300,  7440)",IR1,"[ 990,6110]",1360,1,187500,Twnhs,"[1973,2010]",1,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2234,1,501837,1Fam,"[1973,2010]",2,1,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2046,1,372500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1530,1,260000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1934,1,185000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",2353,1,260000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1586,1,181000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1411,1,82500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1602,1,215000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[   0, 990)",2050,1,154000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1671,1,200000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2673,1,249000,1Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[ 11560,215245]",Reg,"[ 990,6110]",1472,1,187500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1707,1,184000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",2524,1,278000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1601,1,157000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1370,1,152000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",1868,1,197500,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",1884,1,240900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[   0, 990)",1935,0,263435,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1874,1,220000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1811,1,235000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1621,1,213000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[ 990,6110]",1116,1,167900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1193,1,158000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1350,1,165000,1Fam,"[1973,2010]",2,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[   0, 990)",2119,1,158000,1Fam,"[1872,1973)",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",1792,0,136000,2Fam,"[1973,2010]",2,4,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1002,0,148500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1026,0,156000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1180,0,128000,1Fam,"[1872,1973)",1,2,"[   0, 480)",0
"[  7440, 11560)",IR1,"[ 990,6110]",1050,0,143000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",864,0,76500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",864,0,120500,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,124500,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,97000,1Fam,"[1872,1973)",1,2,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[   0, 990)",864,0,130000,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,111000,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1365,0,125000,Twnhs,"[1872,1973)",1,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1302,0,112000,Twnhs,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,97000,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",987,0,118000,Twnhs,"[1872,1973)",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1302,0,119500,Twnhs,"[1872,1973)",2,3,"[   0, 480)",0
"[  1300,  7440)",IR1,"[   0, 990)",958,0,143750,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1548,1,146000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1456,1,148500,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[ 990,6110]",1055,1,123000,Twnhs,"[1973,2010]",2,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1322,1,147000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1456,1,137900,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1548,1,147000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1441,1,148500,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",1456,1,138000,Twnhs,"[1973,2010]",2,3,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",836,0,128500,Twnhs,"[1973,2010]",1,2,"[   0, 480)",0
"[  1300,  7440)",Reg,"[   0, 990)",892,0,100000,1Fam,"[1872,1973)",1,3,"[   0, 480)",0
"[  7440, 11560)",Reg,"[   0, 990)",1120,1,148800,1Fam,"[1872,1973)",1,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1718,1,337500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2772,1,462000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",3140,1,485000,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2402,1,555000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1652,1,325000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1600,1,256300,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2042,1,253293,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2690,1,398800,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",2184,1,335000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2020,1,404000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2020,1,402861,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",2296,1,451950,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2674,1,610000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",2822,1,582933,1Fam,"[1973,2010]",3,4,"[ 480,1488]",0
"[ 11560,215245]",Reg,"[ 990,6110]",1736,1,360000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1782,1,296000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[ 11560,215245]",IR3,"[ 990,6110]",2520,1,409900,1Fam,"[1973,2010]",2,5,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1717,1,255500,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1743,1,335000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",1713,1,274900,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1531,1,300000,1Fam,"[1973,2010]",2,2,"[ 480,1488]",0
"[ 11560,215245]",IR1,"[ 990,6110]",1808,1,324000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",Reg,"[ 990,6110]",2224,1,350000,1Fam,"[1973,2010]",2,4,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1836,1,280000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
"[  7440, 11560)",IR1,"[ 990,6110]",1629,1,284000,1Fam,"[1973,2010]",2,3,"[ 480,1488]",0
